,year,movie_title,certificate,duration,genre,rate,metascore,votes,gross,user_reviews,critic_reviews,cartoon,number_of_genres
0,2001,Kate & Leopold,PG-13,118,Comedy|Fantasy|Romance,6.4000001,44.0,66660,47100000,318.0,125.0,False,3
1,2000,Chicken Run,G,84,Animation|Adventure|Comedy,7.0,88.0,144475,106790000,361.0,186.0,True,3
2,2005,Fantastic Four,PG-13,106,Action|Adventure|Family,5.69999981,40.0,273203,154700000,1008.0,278.0,False,3
3,2002,Frida,R,123,Biography|Drama|Romance,7.400000099999999,61.0,63852,25780000,272.0,126.0,False,3
4,2001,The Lord of the Rings: The Fellowship of the Ring,PG-13,178,Adventure|Drama|Fantasy,8.80000019,92.0,1286275,313840000,5078.0,296.0,False,3
5,2000,Mission: Impossible II,PG-13,123,Action|Adventure|Thriller,6.0999999,59.0,249988,215400000,1431.0,234.0,False,3
6,2002,Resident Evil,R,100,Action|Horror|Sci-Fi,6.69999981,33.0,204545,39530000,1145.0,225.0,False,3
7,2000,X-Men,PG-13,104,Action|Adventure|Sci-Fi,7.400000099999999,64.0,468351,157300000,1406.0,289.0,False,3
8,2000,The Emperor's New Groove,G,78,Animation|Adventure|Comedy,7.30000019,70.0,133781,89300000,298.0,141.0,True,3
9,2005,Corpse Bride,PG,77,Animation|Drama|Family,7.400000099999999,83.0,197604,53340000,477.0,266.0,True,3
10,2002,Star Wars: Episode II - Attack of the Clones,PG,142,Action|Adventure|Fantasy,6.69999981,54.0,485730,310680000,3531.0,291.0,False,3
11,2005,Star Wars: Episode III - Revenge of the Sith,PG-13,140,Action|Adventure|Fantasy,7.599999900000001,68.0,543318,380260000,3303.0,356.0,False,3
12,2001,Shrek,PG,90,Animation|Adventure|Comedy,7.900000099999999,84.0,483447,267650000,950.0,212.0,True,3
13,2001,Planet of the Apes,PG-13,119,Action|Adventure|Sci-Fi,5.69999981,50.0,181213,180010000,1369.0,230.0,False,3
14,2002,Treasure Planet,PG,95,Animation|Adventure|Family,7.099999900000001,60.0,74746,38120000,219.0,127.0,True,3
15,2000,Pitch Black,R,109,Horror|Sci-Fi,7.099999900000001,49.0,197982,39240000,808.0,211.0,False,2
16,2001,Training Day,R,122,Crime|Drama|Thriller,7.69999981,69.0,316040,76260000,638.0,109.0,False,3
17,2000,U-571,PG-13,116,Action|War,6.599999900000001,62.0,66965,77090000,608.0,178.0,False,2
18,2000,American Psycho,R,102,Crime|Drama,7.599999900000001,64.0,371133,15050000,1071.0,284.0,False,2
19,2002,Spider-Man,PG-13,121,Action|Adventure,7.30000019,73.0,561251,403710000,2017.0,291.0,False,2
20,2001,Lara Croft: Tomb Raider,PG-13,100,Action|Adventure|Fantasy,5.69999981,33.0,161278,131140000,827.0,198.0,False,3
21,2000,High Fidelity,R,113,Comedy|Drama|Music,7.5,79.0,146486,27280000,604.0,175.0,False,3
22,2000,The Flintstones in Viva Rock Vegas,PG,90,Comedy|Family|Romance,3.5999999,27.0,16035,35230000,86.0,57.0,False,3
23,2003,Cold Mountain,R,154,Adventure|Drama|History,7.19999981,73.0,120878,95630000,678.0,196.0,False,3
24,2000,Charlie's Angels,PG-13,98,Action|Adventure|Comedy,5.5,52.0,148354,125310000,643.0,179.0,False,3
25,2001,Nowhere in Africa,R,141,Biography|Drama,7.69999981,72.0,10887,6170000,84.0,73.0,False,2
26,2000,Cast Away,PG-13,143,Adventure|Drama|Romance,7.69999981,73.0,409544,233630000,1060.0,222.0,False,3
27,2001,Ghost World,R,111,Comedy|Drama,7.400000099999999,88.0,98471,6200000,489.0,123.0,False,2
28,2001,Jurassic Park III,PG-13,92,Action|Adventure|Sci-Fi,5.9000001,42.0,227486,181170000,1247.0,197.0,False,3
29,2000,The Beach,R,119,Adventure|Drama|Romance,6.599999900000001,43.0,182324,39780000,553.0,118.0,False,3
30,2000,Hollow Man,R,112,Action|Horror|Sci-Fi,5.69999981,24.0,104404,73210000,630.0,177.0,False,3
31,2002,The Sum of All Fears,PG-13,124,Action|Drama|Thriller,6.4000001,45.0,88382,118470000,568.0,176.0,False,3
32,2001,Along Came a Spider,R,104,Crime|Drama|Thriller,6.30000019,42.0,60579,74060000,318.0,133.0,False,3
33,2000,Romeo Must Die,R,115,Action|Crime|Thriller,6.0999999,52.0,58111,55970000,368.0,69.0,False,3
34,2002,Spirit: Stallion of the Cimarron,G,83,Animation|Adventure|Family,7.099999900000001,52.0,46943,73220000,219.0,105.0,True,3
35,2001,Mulholland Drive,R,147,Drama|Mystery|Thriller,8.0,81.0,247207,7220000,1778.0,253.0,False,3
36,2004,Hellboy,PG-13,122,Action|Fantasy|Horror,6.80000019,72.0,250754,59040000,602.0,243.0,False,3
37,2003,The Lord of the Rings: The Return of the King,PG-13,201,Adventure|Drama|Fantasy,8.89999962,94.0,1264277,377020000,3213.0,325.0,False,3
38,2002,The Lord of the Rings: The Two Towers,PG-13,179,Adventure|Drama|Fantasy,8.69999981,88.0,1145458,340480000,2424.0,292.0,False,3
39,2000,Dancer in the Dark,R,140,Crime|Drama|Musical,8.0,61.0,82205,4160000,693.0,125.0,False,3
40,2001,Lagaan: Once Upon a Time in India,PG,224,Adventure|Drama|Musical,8.19999981,84.0,77479,0,248.0,69.0,False,3
41,2000,How the Grinch Stole Christmas,PG,104,Comedy|Family|Fantasy,6.0,46.0,150313,260030000,489.0,176.0,False,3
42,2003,Bad Boys II,R,147,Action|Comedy|Crime,6.599999900000001,38.0,183145,138400000,513.0,94.0,False,3
43,2000,Gladiator,R,155,Action|Adventure|Drama,8.5,64.0,1024040,187670000,2380.0,265.0,False,3
44,2000,Scary Movie,R,88,Comedy,6.19999981,48.0,192128,157000000,895.0,94.0,False,1
45,2000,The Perfect Storm,PG-13,130,Action|Adventure|Drama,6.4000001,59.0,135888,182620000,781.0,229.0,False,3
46,2000,Quills,R,124,Biography|Drama,7.400000099999999,70.0,45631,7060000,313.0,132.0,False,2
47,2000,Requiem for a Dream,R,102,Drama,8.39999962,68.0,596759,3610000,1930.0,238.0,False,1
48,2002,Minority Report,PG-13,145,Action|Mystery|Sci-Fi,7.69999981,80.0,413070,132010000,1338.0,251.0,False,3
49,2003,Terminator 3: Rise of the Machines,R,109,Action|Sci-Fi|Thriller,6.4000001,66.0,313931,150350000,1680.0,278.0,False,3
50,2000,Traffic,R,147,Crime|Drama|Thriller,7.599999900000001,86.0,173632,124110000,871.0,220.0,False,3
51,2000,Almost Famous,R,122,Adventure|Comedy|Drama,7.900000099999999,90.0,212643,32520000,826.0,146.0,False,3
52,2000,Boiler Room,R,120,Crime|Drama|Thriller,7.0,63.0,42344,16940000,246.0,131.0,False,3
53,2000,"Me, Myself & Irene",R,116,Comedy,6.5,49.0,190379,90570000,483.0,154.0,False,1
54,2000,Pollock,R,122,Biography|Drama,7.0,77.0,23585,8600000,148.0,114.0,False,2
55,2001,A Knight's Tale,PG-13,132,Action|Adventure|Romance,6.900000099999999,54.0,140668,56080000,659.0,165.0,False,3
56,2000,Wonder Boys,R,107,Comedy|Drama,7.400000099999999,73.0,55707,19390000,338.0,172.0,False,2
57,2000,Battlefield Earth,PG-13,118,Action|Adventure|Sci-Fi,2.4000001,9.0,66552,21470000,1311.0,173.0,False,3
58,2000,Little Nicky,PG-13,90,Comedy|Fantasy,5.30000019,38.0,82544,39440000,238.0,86.0,False,2
59,2000,Frequency,PG-13,118,Crime|Drama|Mystery,7.400000099999999,67.0,84574,44980000,511.0,170.0,False,3
60,2000,Space Cowboys,PG-13,130,Action|Adventure|Thriller,6.4000001,73.0,61837,90450000,328.0,166.0,False,3
61,2000,Gone in Sixty Seconds,PG-13,118,Action|Crime|Thriller,6.5,35.0,223486,101640000,503.0,175.0,False,3
62,2000,The Patriot,R,165,Action|Drama|History,7.099999900000001,63.0,213438,113330000,1147.0,190.0,False,3
63,2002,Blade II,R,117,Action|Horror|Sci-Fi,6.69999981,52.0,164050,81650000,562.0,224.0,False,3
64,2000,Shadow of the Vampire,R,92,Drama|Horror,6.900000099999999,71.0,34859,8280000,340.0,199.0,False,2
65,2000,"Crouching Tiger, Hidden Dragon",PG-13,120,Action|Adventure|Fantasy,7.900000099999999,93.0,221957,128070000,1645.0,288.0,False,3
66,2000,"O Brother, Where Art Thou?",PG-13,107,Adventure|Comedy|Crime,7.80000019,69.0,232646,45510000,867.0,201.0,False,3
67,2000,Vatel,PG-13,103,Biography|Drama|Romance,6.599999900000001,44.0,6463,50000,45.0,31.0,False,3
68,2000,Vertical Limit,PG-13,124,Action|Adventure|Drama,5.9000001,48.0,50576,68470000,380.0,131.0,False,3
69,2000,The Replacements,PG-13,118,Comedy|Sport,6.5,30.0,49276,44740000,260.0,119.0,False,2
70,2000,Erin Brockovich,R,131,Biography|Drama,7.30000019,73.0,139323,125550000,500.0,166.0,False,2
71,2000,Final Destination,R,98,Horror|Thriller,6.69999981,36.0,186452,53300000,675.0,211.0,False,2
72,2001,Zoolander,PG-13,90,Comedy,6.599999900000001,61.0,207208,45160000,526.0,135.0,False,1
73,2000,Where the Heart Is,PG-13,120,Comedy|Drama|Romance,6.80000019,30.0,27563,33770000,240.0,78.0,False,3
74,2001,"Monsters, Inc.",G,92,Animation|Adventure|Comedy,8.10000038,78.0,614220,289910000,596.0,249.0,True,3
75,2000,Love & Basketball,PG-13,124,Drama|Romance|Sport,7.19999981,70.0,14809,27440000,116.0,67.0,False,3
76,2000,Coyote Ugly,PG-13,100,Comedy|Drama|Music,5.5999999,27.0,92599,60790000,378.0,154.0,False,3
77,2001,Moulin Rouge!,PG-13,127,Drama|Musical|Romance,7.599999900000001,66.0,229031,57390000,2323.0,209.0,False,3
78,2000,Men of Honor,R,129,Biography|Drama,7.19999981,56.0,91691,48810000,233.0,97.0,False,2
79,2000,Sexy Beast,R,89,Crime|Thriller,7.30000019,79.0,44469,6940000,349.0,148.0,False,2
80,2000,You Can Count on Me,R,111,Drama,7.69999981,85.0,23102,9180000,232.0,124.0,False,1
81,2000,The Watcher,R,97,Crime|Horror|Mystery,5.30000019,22.0,22568,28930000,182.0,103.0,False,3
82,2000,Bring It On,PG-13,98,Comedy|Romance|Sport,5.9000001,52.0,71924,68350000,384.0,138.0,False,3
83,2006,Children of Men,R,109,Drama|Sci-Fi|Thriller,7.900000099999999,84.0,374207,35290000,1223.0,375.0,False,3
84,2000,What Women Want,PG-13,127,Comedy|Fantasy|Romance,6.4000001,47.0,163233,182810000,396.0,151.0,False,3
85,2000,Snatch,R,102,Comedy|Crime,8.30000019,55.0,623296,30090000,735.0,151.0,False,2
86,2000,The Contender,R,126,Drama|Thriller,7.0,59.0,20825,17800000,370.0,139.0,False,2
87,2000,Everybody's Famous!,R,97,Comedy|Drama|Music,7.0,60.0,2837,70000,38.0,35.0,False,3
88,2002,Ken Park,Not Rated,93,Drama,5.9000001,0.0,25403,0,158.0,87.0,False,1
89,2000,Memento,R,113,Mystery|Thriller,8.5,80.0,879688,25530000,2078.0,274.0,False,2
90,2001,The Mummy Returns,PG-13,130,Action|Adventure|Fantasy,6.30000019,48.0,253782,202010000,895.0,202.0,False,3
91,2001,"Wedding Planner - verliebt, verlobt, verplant",PG-13,103,Comedy|Romance,5.19999981,33.0,63095,60400000,229.0,107.0,False,2
92,2000,The Cell,R,107,Horror|Sci-Fi|Thriller,6.30000019,40.0,81554,61280000,678.0,226.0,False,3
93,2000,Remember the Titans,PG,113,Biography|Drama|Sport,7.80000019,48.0,165555,115650000,403.0,156.0,False,3
94,2000,102 Dalmatians,G,100,Adventure|Comedy|Family,4.80000019,35.0,27364,66940000,77.0,83.0,False,3
95,2001,Jason X,R,91,Action|Horror|Sci-Fi,4.4000001,25.0,40185,12610000,678.0,204.0,False,3
96,2001,AmЋlie,R,122,Comedy|Romance,8.39999962,69.0,559498,33200000,1327.0,245.0,False,2
97,2000,Meet the Parents,PG-13,108,Comedy|Romance,7.0,73.0,267609,166230000,508.0,148.0,False,2
98,2000,Miss Congeniality,PG-13,109,Action|Comedy|Crime,6.19999981,43.0,142566,106810000,371.0,140.0,False,3
99,2001,A.I. Artificial Intelligence,PG-13,146,Adventure|Drama|Sci-Fi,7.099999900000001,65.0,245306,78620000,2159.0,281.0,False,3
100,2001,Hannibal,R,131,Crime|Drama|Thriller,6.80000019,57.0,213634,165090000,1365.0,276.0,False,3
101,2001,Pearl Harbor,PG-13,183,Action|Drama|History,6.0999999,44.0,262093,198540000,1998.0,191.0,False,3
102,2000,MalЏna,R,109,Comedy|Drama|Romance,7.5,54.0,68675,3430000,223.0,86.0,False,3
103,2000,Road Trip,R,93,Adventure|Comedy,6.5,55.0,136119,68530000,303.0,103.0,False,2
104,2001,Enemy at the Gates,R,131,Drama|History|War,7.599999900000001,53.0,195763,51400000,664.0,186.0,False,3
105,2000,The Taste of Others,R,112,Comedy|Drama|Romance,7.30000019,78.0,7932,640000,48.0,55.0,False,3
106,2002,Gangs of New York,R,167,Crime|Drama,7.5,72.0,324867,77680000,1184.0,232.0,False,2
107,2000,Unbreakable,PG-13,106,Drama|Mystery|Sci-Fi,7.19999981,62.0,251457,95000000,1356.0,293.0,False,3
108,2001,Original Sin,R,116,Drama|Mystery|Romance,6.0,33.0,45973,16250000,181.0,91.0,False,3
109,2000,The Family Man,PG-13,125,Comedy|Drama|Fantasy,6.69999981,42.0,88458,75760000,324.0,124.0,False,3
110,2000,The Gift,R,111,Drama|Fantasy|Horror,6.69999981,62.0,53408,11990000,331.0,169.0,False,3
111,2001,Blow,R,124,Biography|Crime|Drama,7.599999900000001,52.0,203294,52940000,426.0,145.0,False,3
112,2001,Atlantis: The Lost Empire,PG,95,Animation|Action|Adventure,6.80000019,52.0,75722,84040000,290.0,146.0,True,3
113,2000,Bedazzled,PG-13,93,Comedy|Fantasy,6.0,49.0,83644,37880000,256.0,124.0,False,2
114,2001,The Others,PG-13,104,Horror|Mystery|Thriller,7.599999900000001,74.0,277145,96470000,1114.0,243.0,False,3
115,2001,The Fast and the Furious,PG-13,106,Action|Crime|Thriller,6.69999981,58.0,280110,144510000,994.0,187.0,False,3
116,2003,The Matrix Reloaded,R,138,Action|Sci-Fi,7.19999981,62.0,432102,281490000,2793.0,272.0,False,2
117,2000,Divided We Fall,PG-13,117,Comedy|Drama|War,7.80000019,69.0,4281,1320000,65.0,48.0,False,3
118,2002,Equilibrium,R,107,Action|Drama|Sci-Fi,7.5,33.0,267971,1190000,1148.0,145.0,False,3
119,2005,Water,PG-13,117,Drama|Romance,7.80000019,77.0,12821,3220000,147.0,90.0,False,2
120,2001,Ocean's Eleven,PG-13,116,Crime|Thriller,7.80000019,74.0,415669,183410000,854.0,183.0,False,2
121,2001,Serendipity,PG-13,90,Comedy|Romance,6.900000099999999,52.0,88311,49970000,376.0,120.0,False,2
122,2000,Chocolat,PG-13,121,Drama|Romance,7.30000019,64.0,153911,71310000,500.0,152.0,False,2
123,2001,Harry Potter and the Sorcerer's Stone,PG,152,Adventure|Family|Fantasy,7.5,64.0,469660,317560000,1579.0,265.0,False,3
124,2001,Bully,R,108,Biography|Crime|Drama,7.0,45.0,30016,510000,336.0,75.0,False,3
125,2001,The Affair of the Necklace,R,118,Drama|History|Romance,6.0999999,42.0,4512,430000,61.0,48.0,False,3
126,2003,The Matrix Revolutions,R,129,Action|Sci-Fi,6.69999981,47.0,374138,139260000,2128.0,244.0,False,2
127,2001,The Man Who Wasn't There,R,116,Crime|Drama,7.599999900000001,73.0,88225,7490000,443.0,195.0,False,2
128,2001,Bridget Jones's Diary,R,97,Comedy|Drama|Romance,6.69999981,66.0,180844,71500000,573.0,174.0,False,3
129,2001,Wet Hot American Summer,R,97,Comedy|Romance,6.69999981,42.0,42097,290000,280.0,71.0,False,2
130,2001,Zus & zo,Unrated,106,Comedy|Fantasy|Romance,6.4000001,50.0,1467,0,20.0,17.0,False,3
131,2001,Spirited Away,PG,125,Animation|Adventure|Family,8.60000038,94.0,445337,10050000,920.0,249.0,True,3
132,2001,Y Tu Mam‡ TambiЋn,R,106,Adventure|Comedy|Drama,7.69999981,88.0,94364,13620000,386.0,175.0,False,3
133,2001,Thir13en Ghosts,R,91,Horror,5.5,30.0,66992,41870000,479.0,150.0,False,1
134,2000,Amores Perros,R,154,Drama|Thriller,8.10000038,83.0,180554,5380000,362.0,157.0,False,2
135,2002,The Count of Monte Cristo,PG-13,131,Action|Adventure|Drama,7.69999981,61.0,107817,54230000,548.0,136.0,False,3
136,2002,Die Another Day,PG-13,133,Action|Adventure|Thriller,6.0999999,56.0,173432,160200000,1186.0,262.0,False,3
137,2001,Donnie Darko,R,113,Drama|Sci-Fi|Thriller,8.10000038,71.0,603429,730000,2123.0,291.0,False,3
138,2000,Before Night Falls,R,133,Biography|Drama|Romance,7.30000019,85.0,21219,4220000,132.0,102.0,False,3
139,2001,In the Bedroom,R,130,Crime|Drama,7.5,86.0,32934,35918429,510.0,178.0,False,2
140,2001,The Princess Diaries,G,111,Comedy|Family|Romance,6.19999981,52.0,98072,108240000,306.0,108.0,False,3
141,2001,Super Troopers,R,100,Comedy|Crime|Mystery,7.099999900000001,48.0,77973,18490000,334.0,98.0,False,3
142,2001,Ali,R,157,Biography|Drama|Sport,6.80000019,65.0,81145,58180000,390.0,174.0,False,3
143,2000,Billy Elliot,R,110,Drama|Music|Romance,7.69999981,74.0,101307,21990000,436.0,151.0,False,3
144,2001,Legally Blonde,PG-13,96,Comedy|Romance,6.19999981,59.0,137023,95000000,552.0,159.0,False,2
145,2002,Unfaithful,R,124,Drama|Thriller,6.69999981,63.0,64912,52750000,537.0,150.0,False,2
146,2003,How to Lose a Guy in 10 Days,PG-13,116,Comedy|Romance,6.4000001,45.0,163275,105810000,359.0,137.0,False,2
147,2003,House of 1000 Corpses,R,89,Horror,6.0,31.0,62657,12580000,925.0,207.0,False,1
148,2002,Maid in Manhattan,PG-13,105,Comedy|Drama|Romance,5.0999999,45.0,70125,93820000,242.0,111.0,False,3
149,2001,American Pie 2,R,108,Comedy,6.4000001,43.0,205011,145100000,433.0,140.0,False,1
150,2002,The Pianist,R,150,Biography|Drama|War,8.5,85.0,523908,32519322,772.0,192.0,False,3
151,2002,Reign of Fire,PG-13,101,Action|Adventure|Fantasy,6.19999981,39.0,110053,43060000,571.0,137.0,False,3
152,2002,Star Trek: Nemesis,PG-13,116,Action|Adventure|Sci-Fi,6.4000001,51.0,60394,43120000,846.0,170.0,False,3
153,2001,Shallow Hal,PG-13,114,Comedy|Drama|Fantasy,5.9000001,48.0,111606,70840000,429.0,108.0,False,3
154,2002,Sweet Home Alabama,PG-13,108,Comedy|Romance,6.19999981,45.0,85921,127210000,394.0,71.0,False,2
155,2002,Road to Perdition,R,117,Crime|Drama|Thriller,7.69999981,72.0,205911,104050000,1014.0,228.0,False,3
156,2001,Scary Movie 2,R,83,Comedy,5.30000019,29.0,123011,71280000,551.0,127.0,False,1
157,2002,About Schmidt,R,125,Comedy|Drama,7.19999981,85.0,109795,65010000,615.0,216.0,False,2
158,2002,Panic Room,R,112,Crime|Drama|Thriller,6.80000019,65.0,212089,95310000,857.0,235.0,False,3
159,2002,The Quiet American,R,101,Drama|Mystery|Romance,7.099999900000001,84.0,24349,12990000,200.0,149.0,False,3
160,2002,The Bourne Identity,PG-13,119,Action|Mystery|Thriller,7.900000099999999,68.0,425154,121470000,860.0,247.0,False,3
161,2002,My Big Fat Greek Wedding,PG,95,Comedy|Family|Romance,6.599999900000001,62.0,105047,241440000,760.0,165.0,False,3
162,2001,Vanilla Sky,R,136,Fantasy|Mystery|Romance,6.900000099999999,45.0,211486,100610000,1252.0,154.0,False,3
163,2001,Jay and Silent Bob Strike Back,R,104,Comedy,6.900000099999999,51.0,131114,30060000,866.0,182.0,False,1
164,2001,Jeepers Creepers - Es ist angerichtet,R,90,Horror|Mystery,6.0999999,49.0,90102,37470000,991.0,190.0,False,2
165,2002,Catch Me If You Can,PG-13,141,Biography|Crime|Drama,8.0,76.0,561318,164440000,675.0,195.0,False,3
166,2001,Black Hawk Down,R,142,Drama|History|War,7.69999981,74.0,301185,108640000,1113.0,200.0,False,3
167,2004,The Girl Next Door,R,108,Comedy|Drama|Romance,6.80000019,47.0,174854,14590000,515.0,125.0,False,3
168,2002,The Rookie,G,127,Drama|Family|Sport,7.0,72.0,27092,75600000,174.0,90.0,False,3
169,2001,The Royal Tenenbaums,R,110,Comedy|Drama,7.599999900000001,76.0,216309,52350000,966.0,224.0,False,2
170,2003,Finding Nemo,G,100,Animation|Adventure|Comedy,8.10000038,90.0,727319,380840000,870.0,302.0,True,3
171,2003,Kill Bill: Vol. 1,R,111,Action|Crime|Thriller,8.10000038,69.0,765424,70100000,2123.0,356.0,False,3
172,2001,Rush Hour 2,PG-13,90,Action|Comedy|Crime,6.599999900000001,48.0,164878,226140000,396.0,128.0,False,3
173,2001,Spy Game - Der finale Countdown,R,126,Action|Crime|Thriller,7.099999900000001,63.0,123967,30000,362.0,141.0,False,3
174,2002,Scooby-Doo,PG,86,Adventure|Comedy|Family,4.9000001,35.0,73819,153290000,521.0,137.0,False,3
175,2002,Adaptation.,R,114,Comedy|Drama,7.69999981,83.0,147224,22250000,712.0,242.0,False,2
176,2002,Ice Age,PG,81,Animation|Adventure|Comedy,7.599999900000001,60.0,339723,176390000,468.0,190.0,True,3
177,2001,Jimmy Neutron: Boy Genius,G,82,Animation|Action|Adventure,6.0,65.0,24802,80920000,119.0,66.0,True,3
178,2002,The Time Machine,PG-13,96,Sci-Fi|Adventure|Action,5.9000001,42.0,105871,56680000,622.0,124.0,False,3
179,2001,A Beautiful Mind,PG-13,135,Biography|Drama,8.19999981,72.0,640458,170710000,1181.0,204.0,False,2
180,2002,The Hours,PG-13,114,Drama|Romance,7.599999900000001,81.0,104612,41600000,660.0,173.0,False,2
181,2002,Secretary,R,104,Comedy|Drama|Romance,7.099999900000001,63.0,69732,4050000,394.0,163.0,False,3
182,2002,Lilo & Stitch,PG,85,Animation|Adventure|Comedy,7.19999981,73.0,122802,145770000,368.0,178.0,True,3
183,2002,About a Boy,PG-13,101,Comedy|Drama|Romance,7.099999900000001,75.0,147188,40570000,395.0,159.0,False,3
184,2001,I Am Sam,PG-13,132,Drama,7.599999900000001,28.0,124720,40270000,436.0,129.0,False,1
185,2002,The Scorpion King,PG-13,92,Action|Adventure|Fantasy,5.5,45.0,105396,90340000,435.0,165.0,False,3
186,2001,Not Another Teen Movie,R,89,Comedy,5.69999981,32.0,82255,37880000,395.0,97.0,False,1
187,2002,We Were Soldiers,R,138,Action|Drama|History,7.099999900000001,65.0,106625,78120000,746.0,144.0,False,3
188,2002,Insomnia,R,118,Drama|Mystery|Thriller,7.19999981,78.0,225204,67260000,654.0,183.0,False,3
189,2001,Elling,R,89,Comedy|Drama,7.599999900000001,70.0,12539,310000,97.0,68.0,False,2
190,2002,Mr. Deeds,PG-13,96,Comedy|Romance,5.80000019,24.0,113561,126200000,310.0,117.0,False,2
191,2001,Gosford Park,R,133,Comedy|Drama|Mystery,7.30000019,90.0,66638,41300105,633.0,186.0,False,3
192,2001,Iris,R,91,Biography|Drama|Romance,7.099999900000001,76.0,15104,1290000,145.0,99.0,False,3
193,2002,A Walk to Remember,PG,101,Drama|Romance,7.400000099999999,35.0,167562,41230000,968.0,79.0,False,2
194,2002,The Wild Thornberrys Movie,PG,85,Adventure|Animation|Family,5.19999981,69.0,12435,39880000,33.0,37.0,True,3
195,2002,Van Wilder: Party Liaison,R,92,Comedy|Romance,6.4000001,26.0,90856,21010000,259.0,95.0,False,2
196,2001,No Man's Land,R,98,Drama|War,8.0,84.0,38677,1060000,169.0,102.0,False,2
197,2003,Dreamcatcher,R,134,Drama|Horror|Sci-Fi,5.5,35.0,77434,33690000,665.0,176.0,False,3
198,2001,Monster's Ball,R,111,Drama|Romance,7.099999900000001,69.0,72725,31250000,523.0,151.0,False,2
199,2002,Signs,PG-13,106,Drama|Mystery|Sci-Fi,6.69999981,59.0,278134,227970000,2342.0,209.0,False,3
200,2003,The Triplets of Belleville,PG-13,78,Animation|Comedy|Drama,7.80000019,91.0,43600,7000000,312.0,168.0,True,3
201,2002,Bend It Like Beckham,PG-13,112,Comedy|Drama|Romance,6.69999981,66.0,91631,32540000,438.0,159.0,False,3
202,2003,Hulk,PG-13,138,Action|Sci-Fi,5.69999981,54.0,216818,132120000,1448.0,265.0,False,2
203,2002,Talk to Her,R,112,Drama|Mystery|Romance,8.0,86.0,88643,9284265,255.0,142.0,False,3
204,2003,Daredevil,PG-13,103,Action|Crime|Drama,5.30000019,42.0,179675,430000,1044.0,277.0,False,3
205,2003,Zelary,R,150,Romance|Drama,7.69999981,66.0,2908,330000,33.0,25.0,False,2
206,2002,Red Dragon,R,124,Crime|Drama|Thriller,7.19999981,60.0,208995,92930000,771.0,210.0,False,3
207,2004,The Butterfly Effect,R,113,Sci-Fi|Thriller,7.69999981,30.0,369820,20000,1106.0,184.0,False,2
208,2003,X-Men 2,PG-13,134,Action|Adventure|Fantasy,7.5,68.0,419112,214950000,1061.0,289.0,False,3
209,2003,The Recruit,PG-13,115,Action|Drama|Mystery,6.599999900000001,56.0,115655,52780000,286.0,155.0,False,3
210,2001,Son of the Bride,R,123,Comedy|Drama,7.900000099999999,68.0,12025,620000,66.0,52.0,False,2
211,2004,The Phantom of the Opera,PG-13,143,Drama|Musical|Romance,7.30000019,40.0,98851,51230000,2050.0,151.0,False,3
212,2002,The Transporter,PG-13,92,Action|Crime|Thriller,6.80000019,51.0,243998,25300000,463.0,169.0,False,3
213,2005,Rent,PG-13,135,Drama|Musical|Romance,7.0,53.0,42525,29080000,758.0,145.0,False,3
214,2002,Harry Potter and the Chamber of Secrets,PG,161,Adventure|Family|Fantasy,7.400000099999999,63.0,407624,261970000,863.0,237.0,False,3
215,2003,Wrong Turn,R,84,Horror,6.0999999,32.0,90075,15420000,543.0,191.0,False,1
216,2002,xXx,PG-13,124,Action|Adventure|Thriller,5.80000019,48.0,146847,141200000,742.0,196.0,False,3
217,2004,The Chronicles of Riddick,PG-13,119,Action|Adventure|Sci-Fi,6.69999981,38.0,187967,57640000,667.0,206.0,False,3
218,2002,Far from Heaven,PG-13,107,Drama|Romance,7.400000099999999,84.0,37396,15850000,378.0,182.0,False,2
219,2002,The Ring,PG-13,115,Horror|Mystery,7.099999900000001,57.0,259896,128580000,1628.0,273.0,False,2
220,2004,Shrek 2,PG,93,Animation|Adventure|Comedy,7.19999981,75.0,327973,436470000,483.0,205.0,True,3
221,2002,8 Mile,R,110,Drama|Music,7.0,77.0,194782,116720000,566.0,119.0,False,2
222,2002,Whale Rider,PG-13,101,Drama|Family,7.599999900000001,80.0,34863,20770000,357.0,149.0,False,2
223,2003,The Core,PG-13,135,Action|Adventure|Sci-Fi,5.4000001,48.0,78694,31110000,468.0,149.0,False,3
224,2002,In America,PG-13,105,Drama,7.80000019,76.0,37158,15540000,276.0,152.0,False,1
225,2002,Chicago,PG-13,113,Comedy|Crime|Musical,7.19999981,82.0,176942,170680000,1019.0,222.0,False,3
226,2002,Hero,PG-13,99,Action|Adventure|History,7.900000099999999,85.0,153127,80000,845.0,283.0,False,3
227,2002,Blue Crush,PG-13,104,Drama|Romance|Sport,5.5999999,61.0,26465,40120000,216.0,69.0,False,3
228,2002,Dirty Pretty Things,R,97,Crime|Drama|Thriller,7.400000099999999,78.0,35743,8110000,222.0,138.0,False,3
229,2002,The Hot Chick,PG-13,104,Comedy|Fantasy,5.5,29.0,76618,35020000,205.0,76.0,False,2
230,2003,Old School,R,88,Comedy,7.19999981,54.0,189347,74610000,405.0,124.0,False,1
231,2002,Cabin Fever,R,93,Comedy|Horror,5.5999999,56.0,63726,21160000,773.0,262.0,False,2
232,2004,Harry Potter and the Prisoner of Azkaban,PG,142,Adventure|Family|Fantasy,7.80000019,82.0,402666,249360000,1510.0,277.0,False,3
