,year,movie_title,certificate,duration,genre,rate,metascore,votes,gross,user_reviews,critic_reviews,cartoon,number_of_genres
1173,2017,Marshall,PG-13,118,Biography|Drama,7.19999981,66.0,4799,10050000,37.0,67.0,False,2
1174,2017,The Big Sick,R,120,Comedy|Drama|Romance,7.69999981,86.0,67615,42870000,222.0,300.0,False,3
1175,2017,"I, Tonya",R,120,Biography|Comedy|Drama,7.69999981,77.0,23050,18900000,122.0,185.0,False,3
1176,2017,The Shape of Water,R,123,Adventure|Drama|Fantasy,7.900000099999999,86.0,47034,37900000,308.0,594.0,False,3
1177,2017,The Florida Project,R,111,Drama,7.80000019,92.0,15058,5660000,126.0,226.0,False,1
1178,2017,Call Me by Your Name,R,132,Drama|Romance,8.30000019,93.0,38170,11300000,235.0,300.0,False,2
1179,2017,Phantom Thread,R,130,Drama|Romance,8.39999962,90.0,7380,10710000,94.0,180.0,False,2
1180,2017,Victoria & Abdul,PG-13,111,Biography|Drama|History,6.80000019,58.0,12888,22250000,82.0,164.0,False,3
1181,2017,"Roman J. Israel, Esq.",PG-13,122,Crime|Drama,6.30000019,58.0,3205,11940000,55.0,86.0,False,2
1182,2017,The Post,PG-13,116,Biography|Drama|History,7.400000099999999,83.0,21292,58790000,178.0,291.0,False,3
